Title,US Gross,Worldwide Gross,US DVD Sales,Production Budget,Release Date,MPAA Rating,Running Time min,Distributor,Source,Major Genre,Creative Type,Director,Rotten Tomatoes Rating,IMDB Rating,IMDB Votes
Saint Ralph,795126.0,795126.0,,5200000.0,Aug 05 2005,PG-13,,Samuel Goldwyn Films,Original Screenplay,Comedy,Historical Fiction,,,7.5,3492.0
Shaolin Soccer,488872.0,42776032.0,,10000000.0,Apr 02 2004,PG-13,,Miramax,Original Screenplay,Comedy,,Stephen Chow,91.0,,
Superstar,30628981.0,30628981.0,,14000000.0,Oct 08 1999,PG-13,82.0,Paramount Pictures,Based on TV,Comedy,Contemporary Fiction,,33.0,6.0,103.0
Soul Survivors,3100650.0,4288246.0,,14000000.0,Sep 07 2001,PG-13,,Artisan,Original Screenplay,Horror,Contemporary Fiction,,4.0,3.6,5116.0
Spirit: Stallion of the Cimarron,73215310.0,106515310.0,,80000000.0,May 24 2002,G,84.0,Dreamworks SKG,Original Screenplay,Adventure,Kids Fiction,Kelly Asbury,,6.6,8622.0
Star Wars Ep. II: Attack of the Clones,310676740.0,656695615.0,,115000000.0,May 16 2002,PG,142.0,20th Century Fox,Original Screenplay,Adventure,Science Fiction,George Lucas,,,
Star Wars Ep. III: Revenge of the Sith,380270577.0,848998877.0,,115000000.0,May 19 2005,PG-13,140.0,20th Century Fox,Original Screenplay,Adventure,Science Fiction,George Lucas,,,
Starship Troopers,54768952.0,121100000.0,,100000000.0,Nov 07 1997,R,129.0,Sony Pictures,Based on Book/Short Story,Action,Science Fiction,Paul Verhoeven,60.0,7.1,83516.0
The Station Agent,5801558.0,7773824.0,,500000.0,Oct 03 2003,R,,Miramax,Original Screenplay,Drama,Contemporary Fiction,,95.0,7.8,22274.0
Stay Alive,23086480.0,23187506.0,13333591.0,20000000.0,Mar 24 2006,PG-13,91.0,Walt Disney Pictures,Original Screenplay,Horror,Contemporary Fiction,,9.0,4.5,13658.0
Small Time Crooks,17266359.0,29934477.0,,18000000.0,May 19 2000,PG,,Dreamworks SKG,Original Screenplay,Comedy,Contemporary Fiction,Woody Allen,66.0,6.5,15636.0
Steel,1686429.0,1686429.0,,16000000.0,Aug 15 1997,PG-13,,Warner Bros.,Based on Comic/Graphic Novel,Action,Super Hero,,12.0,2.7,4409.0
How Stella Got Her Groove Back,37672944.0,37672944.0,,20000000.0,Aug 14 1998,R,124.0,20th Century Fox,Based on Book/Short Story,Drama,Contemporary Fiction,,49.0,5.1,3080.0
The Stepford Wives,59475623.0,96221971.0,,100000000.0,Jun 11 2004,PG-13,93.0,Paramount Pictures,Remake,Comedy,Contemporary Fiction,Frank Oz,26.0,5.1,26712.0
Stepmom,91137662.0,119709917.0,,50000000.0,Dec 25 1998,PG-13,127.0,Sony/TriStar,Original Screenplay,Drama,Contemporary Fiction,Chris Columbus,43.0,6.2,18505.0
Stomp the Yard,61356221.0,76356221.0,33252252.0,14000000.0,Jan 12 2007,PG-13,113.0,Sony/Screen Gems,Original Screenplay,Drama,Contemporary Fiction,,26.0,4.3,13737.0
Stranger Than Fiction,40435190.0,45235190.0,30936711.0,30000000.0,Nov 10 2006,PG-13,112.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Marc Forster,72.0,7.8,74218.0
The Legend of Suriyothai,454255.0,454255.0,,9000000.0,Jun 20 2003,R,,,,,,,,,
Stick It,26910736.0,30399714.0,27642935.0,20000000.0,Apr 28 2006,PG-13,103.0,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,,31.0,5.9,9556.0
Stigmata,50041732.0,89441732.0,,32000000.0,Sep 10 1999,R,103.0,MGM,Original Screenplay,Horror,Contemporary Fiction,Rupert Wainwright,22.0,6.0,29411.0
A Stir of Echoes,21133087.0,21133087.0,,12000000.0,Sep 10 1999,R,110.0,Artisan,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,David Koepp,,7.1,26752.0
Street Kings,26415649.0,65589243.0,13420759.0,20000000.0,Apr 11 2008,R,,Fox Searchlight,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,36.0,7.0,40291.0
Stuart Little,140015224.0,298800000.0,,105000000.0,Dec 17 1999,PG,92.0,Sony Pictures,Based on Book/Short Story,Comedy,Kids Fiction,Rob Minkoff,65.0,5.8,23226.0
Stuart Little 2,64956806.0,166000000.0,,120000000.0,Jul 19 2002,PG,78.0,Sony Pictures,Based on Book/Short Story,Comedy,Kids Fiction,Rob Minkoff,83.0,5.6,7534.0
Stealth,32116746.0,76416746.0,,138000000.0,Jul 29 2005,PG-13,,Sony Pictures,Original Screenplay,Action,Science Fiction,Rob Cohen,13.0,4.8,21664.0
Steamboy,468867.0,10468867.0,,20000000.0,Mar 18 2005,PG-13,,Sony Pictures,Original Screenplay,Action,,,,,
The Statement,765637.0,1545064.0,,27000000.0,Dec 12 2003,R,,Sony Pictures,,Thriller/Suspense,,Norman Jewison,23.0,6.0,2735.0
Stolen Summer,119841.0,119841.0,,1500000.0,Mar 22 2002,PG,,Miramax,,,,,35.0,6.4,1733.0
Stop-Loss,10915744.0,11179472.0,4736139.0,25000000.0,Mar 28 2008,R,,Paramount Pictures,Based on Real Life Events,Drama,Dramatization,Kimberly Peirce,,6.5,9268.0
The Perfect Storm,182618434.0,328711434.0,,120000000.0,Jun 30 2000,PG-13,130.0,Warner Bros.,Based on Book/Short Story,Drama,Dramatization,Wolfgang Petersen,47.0,6.2,55716.0
The Story of Us,27100030.0,27100030.0,,50000000.0,Oct 15 1999,R,74.0,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,Rob Reiner,28.0,5.6,10720.0
The Stepfather,29062561.0,29227561.0,6587798.0,20000000.0,Oct 16 2009,PG-13,,Sony/Screen Gems,Remake,Thriller/Suspense,Contemporary Fiction,,11.0,5.3,6263.0
State of Play,37017955.0,91445389.0,13578224.0,60000000.0,Apr 17 2009,PG-13,127.0,Universal,Based on TV,Thriller/Suspense,Contemporary Fiction,Kevin MacDonald,84.0,7.3,34067.0
The Sisterhood of the Traveling Pants 2,44089964.0,44154645.0,15266725.0,27000000.0,Aug 06 2008,PG-13,111.0,Warner Bros.,Based on Book/Short Story,Adventure,Contemporary Fiction,,64.0,6.2,6557.0
Sisterhood of the Traveling Pants,39053061.0,41560117.0,,25000000.0,Jun 01 2005,PG,,Warner Bros.,Based on Book/Short Story,Drama,Contemporary Fiction,Ken Kwapis,,,
Step Up,65328121.0,115328121.0,51317604.0,12000000.0,Aug 11 2006,PG-13,98.0,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,Anne Fletcher,19.0,6.1,21691.0
The Straight Story,6197866.0,6197866.0,,10000000.0,Oct 15 1999,G,,Walt Disney Pictures,Based on Real Life Events,Drama,Dramatization,David Lynch,95.0,8.0,36265.0
Star Trek: First Contact,92027888.0,150000000.0,,46000000.0,Nov 22 1996,PG-13,111.0,Paramount Pictures,Based on TV,Adventure,Science Fiction,Jonathan Frakes,,7.6,45106.0
Star Trek: Insurrection,70187658.0,117800000.0,,70000000.0,Dec 11 1998,PG,100.0,Paramount Pictures,Based on TV,Adventure,Science Fiction,Jonathan Frakes,,6.4,26559.0
Star Trek: Nemesis,43254409.0,67312826.0,,60000000.0,Dec 13 2002,PG-13,117.0,Paramount Pictures,Based on TV,Adventure,Science Fiction,,,6.4,28449.0
Alex Rider: Operation Stormbreaker,659210.0,9351567.0,,40000000.0,Oct 13 2006,PG,,Weinstein Co.,Based on Book/Short Story,Action,Contemporary Fiction,,,,
The Strangers,52597610.0,80597610.0,15789825.0,9000000.0,May 30 2008,R,85.0,Focus Features,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,44.0,6.0,35078.0
Super Troopers,18492362.0,23046142.0,,3000000.0,Feb 15 2002,R,,Fox Searchlight,Original Screenplay,Comedy,Contemporary Fiction,Jay Chandrasekhar,,6.8,29514.0
Strangers with Candy,2072645.0,2077844.0,,2000000.0,Jun 28 2006,R,,ThinkFilm,Based on TV,Comedy,Contemporary Fiction,,,5.9,4941.0
Star Wars Ep. I: The Phantom Menace,431088297.0,924288297.0,,115000000.0,May 19 1999,PG,133.0,20th Century Fox,Original Screenplay,Adventure,Science Fiction,George Lucas,,,
Stuck On You,33832741.0,63537164.0,,55000000.0,Dec 12 2003,PG-13,118.0,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,Bobby Farrelly,60.0,5.9,23196.0
Step Up 2 the Streets,58017783.0,150017783.0,21801408.0,17500000.0,Feb 14 2008,PG-13,,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,,25.0,5.6,20345.0
The Sum of All Fears,118471320.0,193500000.0,,68000000.0,May 31 2002,PG-13,124.0,Paramount Pictures,Based on Book/Short Story,Action,Contemporary Fiction,Phil Alden Robinson,59.0,6.3,38586.0
Sunshine State,3064356.0,3064356.0,,5600000.0,Jun 21 2002,PG-13,,Sony Pictures Classics,Original Screenplay,Drama,Contemporary Fiction,John Sayles,80.0,6.8,2769.0
Supercross,3102550.0,3252550.0,,30000000.0,Aug 17 2005,PG-13,,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,,6.0,2.9,2514.0
Surf's Up,58867694.0,145395745.0,46260220.0,100000000.0,Jun 08 2007,PG,86.0,Sony Pictures,Original Screenplay,Adventure,Kids Fiction,,77.0,7.0,20974.0
Surrogates,38577772.0,119668350.0,11099238.0,80000000.0,Sep 25 2009,PG-13,104.0,Walt Disney Pictures,Based on Comic/Graphic Novel,Action,Science Fiction,Jonathan Mostow,39.0,6.3,36940.0
Summer of Sam,19288130.0,19288130.0,,22000000.0,Jul 02 1999,R,142.0,Walt Disney Pictures,Based on Real Life Events,Drama,Historical Fiction,Spike Lee,50.0,6.5,18431.0
Savage Grace,434417.0,968805.0,,4600000.0,May 28 2008,Not Rated,,IFC Films,Based on Book/Short Story,Drama,Dramatization,,,5.7,3838.0
Saving Private Ryan,216335085.0,481635085.0,,65000000.0,Jul 24 1998,R,169.0,Dreamworks SKG,Original Screenplay,Drama,Historical Fiction,Steven Spielberg,91.0,8.5,270540.0
S.W.A.T.,116877597.0,198100000.0,,70000000.0,Aug 08 2003,PG-13,117.0,Sony Pictures,Based on TV,Action,Contemporary Fiction,,48.0,5.9,43260.0
Sideways,71502303.0,109705641.0,,17000000.0,Oct 22 2004,R,125.0,Fox Searchlight,Based on Book/Short Story,Drama,Contemporary Fiction,Alexander Payne,97.0,7.8,69778.0
Shall We Dance?,57887882.0,118097882.0,,40000000.0,Oct 15 2004,PG-13,106.0,Miramax,Remake,Romantic Comedy,Contemporary Fiction,Peter Chelsom,,7.6,2192.0
Secret Window,47958031.0,92958031.0,,40000000.0,Mar 12 2004,PG-13,96.0,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Fantasy,David Koepp,46.0,6.5,53868.0
Swept Away,598645.0,598645.0,,10000000.0,Oct 11 2002,R,,Sony Pictures,Remake,Romantic Comedy,Contemporary Fiction,Guy Ritchie,5.0,3.4,7665.0
Swimming Pool,10130108.0,22441323.0,,7800000.0,Jul 04 2003,R,,Focus Features,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,84.0,6.8,19992.0
The Sidewalks of New York,2402459.0,3100834.0,,1000000.0,Nov 21 2001,R,,Paramount Vantage,Original Screenplay,Comedy,Contemporary Fiction,Edward Burns,,,
Swimfan,28563926.0,28563926.0,,10000000.0,Sep 06 2002,PG-13,86.0,20th Century Fox,Original Screenplay,Drama,Contemporary Fiction,,15.0,4.6,9577.0
Sweet November,25288103.0,65754228.0,,40000000.0,Feb 16 2001,PG-13,120.0,Warner Bros.,Remake,Drama,Contemporary Fiction,,16.0,6.0,20891.0
Sydney White,11892415.0,12778631.0,6828112.0,16500000.0,Sep 21 2007,PG-13,107.0,Universal,Traditional/Legend/Fairytale,Comedy,Contemporary Fiction,,37.0,6.2,9309.0
Switchback,6504442.0,6504442.0,,38000000.0,Oct 31 1997,R,,Paramount Pictures,Original Screenplay,Action,Contemporary Fiction,,32.0,6.1,5141.0
Star Wars: The Clone Wars,35161554.0,68161554.0,22831563.0,8500000.0,Aug 15 2008,PG,98.0,Warner Bros.,Original Screenplay,Adventure,Science Fiction,,19.0,5.4,17513.0
The Sweetest Thing,24430272.0,44633441.0,,43000000.0,Apr 12 2002,R,,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Roger Kumble,25.0,4.7,23378.0
"Six Days, Seven Nights",74339294.0,164800000.0,,80000000.0,Jun 12 1998,PG-13,101.0,Walt Disney Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Ivan Reitman,37.0,4.7,48.0
Sex Drive,8402485.0,10412485.0,10245880.0,19000000.0,Oct 17 2008,R,,Summit Entertainment,Based on Book/Short Story,Comedy,Contemporary Fiction,,46.0,6.8,26920.0
Sexy Beast,6946056.0,6946056.0,,4300000.0,Jun 13 2001,R,,Fox Searchlight,Original Screenplay,Drama,Contemporary Fiction,,,7.1,20916.0
Chinjeolhan geumjassi,211667.0,23471871.0,,4500000.0,May 05 2006,Not Rated,,Tartan Films,Original Screenplay,Thriller/Suspense,,Chan-wook Park,,7.7,19341.0
"Synecdoche, New York",3081925.0,3081925.0,,20000000.0,Oct 24 2008,R,,Sony Pictures Classics,Original Screenplay,Drama,Contemporary Fiction,,67.0,,
Syriana,50824620.0,95024620.0,15415665.0,50000000.0,Nov 23 2005,R,126.0,Warner Bros.,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,,72.0,7.1,53265.0
Suspect Zero,8712564.0,8712564.0,,27000000.0,Aug 27 2004,R,,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,E. Elias Merhige,18.0,5.8,9804.0
Tadpole,2891288.0,3200241.0,,150000.0,Jul 19 2002,PG-13,,Miramax,Original Screenplay,Comedy,Contemporary Fiction,Gary Winick,78.0,6.1,3800.0
Tailor of Panama,13491653.0,27491653.0,,18000000.0,Mar 30 2001,R,,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Historical Fiction,John Boorman,,,
Taken,145000989.0,225461461.0,67315399.0,25000000.0,Jan 30 2009,PG-13,,20th Century Fox,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Pierre Morel,,4.8,1125.0
Take the Lead,34742066.0,65742066.0,21100670.0,30000000.0,Apr 01 2006,PG-13,,New Line,Based on Real Life Events,Drama,Dramatization,,44.0,6.5,10015.0
Talladega Nights: The Ballad of Ricky Bobby,148213377.0,163013377.0,84838372.0,73000000.0,Aug 04 2006,PG-13,,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Adam McKay,72.0,6.4,50407.0
The Talented Mr. Ripley,81292135.0,81292135.0,,40000000.0,Dec 25 1999,R,139.0,Paramount Pictures,Based on Book/Short Story,Drama,Historical Fiction,Anthony Minghella,82.0,7.2,63319.0
Tarnation,592014.0,1162014.0,,218.0,Oct 06 2004,Not Rated,,WellSpring,Based on Real Life Events,Documentary,Factual,,,7.1,3847.0
Taxman,9871.0,9871.0,,3500000.0,Sep 17 1999,,,,,Comedy,,,,6.8,520.0
Thunderbirds,6768055.0,28231444.0,,55000000.0,Jul 30 2004,PG,,Universal,Based on TV,Adventure,Science Fiction,Jonathan Frakes,19.0,4.0,5397.0
The Best Man,34102780.0,34572780.0,,9000000.0,Oct 22 1999,R,120.0,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,Malcolm D. Lee,71.0,6.1,2019.0
Book of Shadows: Blair Witch 2,26421314.0,47721314.0,,15000000.0,Oct 27 2000,R,90.0,Artisan,Original Screenplay,Horror,Contemporary Fiction,,,4.0,16122.0
The Cave,15007991.0,27147991.0,,30000000.0,Aug 26 2005,PG-13,,Sony/Screen Gems,Original Screenplay,Horror,Science Fiction,,12.0,4.8,13025.0
This Christmas,49121934.0,49778552.0,17922664.0,13000000.0,Nov 21 2007,PG-13,118.0,Sony/Screen Gems,Original Screenplay,Drama,Contemporary Fiction,,55.0,5.4,3351.0
The Core,31111260.0,74132631.0,,85000000.0,Mar 28 2003,PG-13,133.0,Paramount Pictures,Original Screenplay,Action,Science Fiction,Jon Amiel,42.0,5.3,27375.0
The Thomas Crown Affair,69304264.0,124304264.0,,48000000.0,Aug 06 1999,R,111.0,MGM,Remake,Drama,Contemporary Fiction,John McTiernan,67.0,6.7,37692.0
The Damned United,449865.0,4054204.0,,6400000.0,Oct 09 2009,R,97.0,Sony Pictures Classics,Based on Factual Book/Article,Drama,Dramatization,Tom Hooper,94.0,7.5,7560.0
The Tale of Despereaux,50877145.0,88717945.0,26233404.0,60000000.0,Dec 19 2008,G,93.0,Universal,Based on Book/Short Story,Adventure,Kids Fiction,Sam Fell,55.0,6.1,7460.0
Team America: World Police,32774834.0,50274834.0,,20000000.0,Oct 15 2004,R,98.0,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,Trey Parker,,7.3,58763.0
Tea with Mussolini,14395874.0,14395874.0,,14000000.0,May 14 1999,PG,116.0,MGM,Based on Real Life Events,Drama,Dramatization,Franco Zeffirelli,67.0,6.7,5435.0
Tears of the Sun,43632458.0,85632458.0,,75000000.0,Mar 07 2003,R,121.0,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Antoine Fuqua,34.0,6.4,34304.0
The Big Tease,185577.0,185577.0,,4000000.0,Jan 28 2000,R,,Warner Bros.,Original Screenplay,Comedy,,,,6.1,1610.0
Not Another Teen Movie,37882551.0,62401343.0,,15000000.0,Dec 14 2001,R,89.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,,28.0,5.5,36678.0
Teeth,347578.0,2300349.0,,2000000.0,Jan 18 2008,R,,Roadside Attractions,Original Screenplay,Comedy,Fantasy,,,5.5,18.0
Bridge to Terabithia,82234139.0,136934139.0,41383048.0,25000000.0,Feb 16 2007,PG,95.0,Walt Disney Pictures,Based on Book/Short Story,Drama,Fantasy,,85.0,7.4,34482.0
Terminator 3: Rise of the Machines,150358296.0,433058296.0,,170000000.0,Jul 01 2003,R,109.0,Warner Bros.,Original Screenplay,Action,Science Fiction,Jonathan Mostow,,6.6,107667.0
Terminator Salvation: The Future Begins,125322469.0,371628539.0,28434778.0,200000000.0,May 21 2009,PG-13,116.0,Warner Bros.,Original Screenplay,Action,Science Fiction,Joseph McGinty Nichol,,,
Transformers,319246193.0,708272592.0,290787166.0,151000000.0,Jul 03 2007,PG-13,140.0,Paramount Pictures,Based on TV,Action,Science Fiction,Michael Bay,57.0,7.3,197131.0
Transformers: Revenge of the Fallen,402111870.0,836303693.0,217509899.0,210000000.0,Jun 24 2009,PG-13,149.0,Paramount Pictures,Based on TV,Action,Science Fiction,Michael Bay,20.0,6.0,95786.0
"The Goods: Live Hard, Sell Hard",15122676.0,15122676.0,,10000000.0,Aug 14 2009,R,89.0,Paramount Vantage,Original Screenplay,Comedy,Contemporary Fiction,Neal Brennan,26.0,,
The Greatest Game Ever Played,15331289.0,15425073.0,37687804.0,25000000.0,Sep 30 2005,PG,,Walt Disney Pictures,Based on Book/Short Story,Drama,Dramatization,Bill Paxton,62.0,7.3,7876.0
The Ghost Writer,15541549.0,63241549.0,3354366.0,45000000.0,Feb 19 2010,PG-13,,Summit Entertainment,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Roman Polanski,84.0,7.6,22875.0
Joheunnom nabbeunnom isanghannom,128486.0,42226657.0,,10000000.0,Apr 23 2010,,,,Original Screenplay,Action,Historical Fiction,,,7.4,5548.0
The Beach,39778599.0,39778599.0,,50000000.0,Feb 11 2000,R,119.0,20th Century Fox,Based on Book/Short Story,Drama,Contemporary Fiction,Danny Boyle,19.0,4.5,229.0
The Box,15051977.0,26341896.0,3907625.0,25000000.0,Nov 06 2009,PG-13,,Warner Bros.,Based on Book/Short Story,Thriller/Suspense,Fantasy,Richard Kelly,45.0,6.8,418.0
The Wild Thornberrys,40108697.0,60694737.0,,25000000.0,Dec 20 2002,PG,85.0,Paramount Pictures,Based on TV,Adventure,Kids Fiction,,,6.7,1104.0
Bug,7006708.0,7006708.0,1251654.0,4000000.0,May 25 2007,R,,Lionsgate,Based on Play,Drama,Contemporary Fiction,William Friedkin,,6.0,14164.0
They,12840842.0,12840842.0,,17000000.0,Nov 27 2002,PG-13,,Miramax/Dimension,Original Screenplay,Horror,Contemporary Fiction,,37.0,4.6,6550.0
The Eye,31418697.0,56706727.0,12319404.0,12000000.0,Feb 01 2008,PG-13,,Lionsgate,Remake,Thriller/Suspense,Fantasy,,22.0,5.3,17304.0
The Fog,29511112.0,37048526.0,,18000000.0,Oct 14 2005,PG-13,101.0,Sony Pictures,Remake,Horror,Contemporary Fiction,Rupert Wainwright,5.0,3.3,15760.0
The Thin Red Line,36400491.0,36400491.0,,52000000.0,Dec 23 1998,R,166.0,20th Century Fox,Based on Book/Short Story,Drama,Dramatization,Terrence Malick,78.0,7.5,60966.0
Thirteen Days,34566746.0,66554547.0,,80000000.0,Dec 25 2000,PG-13,145.0,New Line,Based on Real Life Events,Drama,Dramatization,Roger Donaldson,82.0,7.3,23578.0
The Kid,69688384.0,69688384.0,,65000000.0,Jul 07 2000,PG,104.0,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,Jon Turteltaub,49.0,5.9,14927.0
The Man,8330720.0,10393696.0,,20000000.0,Sep 09 2005,PG-13,,New Line,Original Screenplay,Comedy,Contemporary Fiction,Les Mayfield,11.0,5.4,9356.0
House on Haunted Hill,40846082.0,40846082.0,,19000000.0,Oct 29 1999,R,96.0,Warner Bros.,Original Screenplay,Horror,Contemporary Fiction,William Malone,25.0,5.2,22795.0
The One,43905746.0,43905746.0,,49000000.0,Nov 02 2001,PG-13,87.0,Sony Pictures,Original Screenplay,Action,Science Fiction,James Wong,13.0,5.6,24416.0
Gwoemul,2201923.0,89006691.0,,12000000.0,Mar 09 2007,R,,Magnolia Pictures,Original Screenplay,Action,Science Fiction,,,7.1,26783.0
Thr3e,1008849.0,1060418.0,,2400000.0,Jan 05 2007,PG-13,,The Bigger Picture,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,,5.0,5.0,2825.0
Three to Tango,10570375.0,10570375.0,,20000000.0,Oct 22 1999,PG-13,,Warner Bros.,Original Screenplay,Romantic Comedy,Contemporary Fiction,,28.0,5.8,11148.0
The Thirteenth Floor,11810854.0,11810854.0,,16000000.0,May 28 1999,R,,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Science Fiction,,28.0,6.7,19939.0
The 13th Warrior,32698899.0,61698899.0,,125000000.0,Aug 27 1999,R,103.0,Walt Disney Pictures,Based on Book/Short Story,Action,Fantasy,John McTiernan,33.0,6.3,36151.0
The Tuxedo,50586000.0,50586000.0,,60000000.0,Sep 27 2002,PG-13,99.0,Dreamworks SKG,Original Screenplay,Action,Science Fiction,,22.0,5.0,19370.0
The Tigger Movie,4554533.0,55159800.0,,20000000.0,Feb 11 2000,G,77.0,Walt Disney Pictures,Spin-Off,Adventure,Kids Fiction,,61.0,6.0,2986.0
Timeline,19480739.0,26703184.0,,80000000.0,Nov 26 2003,PG-13,,Paramount Pictures,Based on Book/Short Story,Adventure,Science Fiction,Richard Donner,11.0,5.3,19318.0
The Adventures of Tintin: Secret of the Unicorn,0.0,0.0,,130000000.0,Dec 23 2011,,,Paramount Pictures,Based on Comic/Graphic Novel,Adventure,Contemporary Fiction,Steven Spielberg,,,
Thirteen,4601043.0,6302406.0,,2000000.0,Aug 20 2003,R,,Fox Searchlight,Original Screenplay,Drama,Contemporary Fiction,Catherine Hardwicke,,7.0,31482.0
Titan A.E.,22751979.0,36751979.0,,75000000.0,Jun 16 2000,PG,95.0,20th Century Fox,Original Screenplay,Adventure,Science Fiction,Don Bluth,51.0,6.4,22286.0
Titanic,600788188.0,1842879955.0,,200000000.0,Dec 19 1997,PG-13,194.0,Paramount Pictures,Original Screenplay,Thriller/Suspense,Historical Fiction,James Cameron,82.0,7.4,240732.0
The Kids Are All Right,20553799.0,20553799.0,,4000000.0,Jul 09 2010,R,,Focus Features,Original Screenplay,Comedy,Contemporary Fiction,,96.0,7.8,3093.0
The League of Extraordinary Gentlemen,66465204.0,179265204.0,,78000000.0,Jul 11 2003,PG-13,110.0,20th Century Fox,Based on Comic/Graphic Novel,Adventure,Super Hero,Stephen Norrington,17.0,5.5,50710.0
The Time Machine,56684819.0,98983590.0,,80000000.0,Mar 08 2002,PG-13,96.0,Dreamworks SKG,Based on Book/Short Story,Adventure,Science Fiction,,28.0,5.6,32465.0
